Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2021-01-14","21578746189841.36","6103482418680.01","27682228608521.37","1","2021","2","2021","1","01","14"
"2021-01-13","21578677363278.05","6100723496587.72","27679400859865.77","1","2021","2","2021","1","01","13"
"2021-01-12","21578917911758.87","6117872742410.37","27696790654169.24","1","2021","2","2021","1","01","12"
"2021-01-11","21578169824451.13","6110077560304.61","27688247384755.74","1","2021","2","2021","1","01","11"
"2021-01-08","21578440452769.64","6104606780437.34","27683047233206.98","1","2021","2","2021","1","01","08"
"2021-01-07","21578759710032.75","6104491176445.28","27683250886478.03","1","2021","2","2021","1","01","07"
"2021-01-06","21595719334374.14","6103266615616.80","27698985949990.94","1","2021","2","2021","1","01","06"
"2021-01-05","21593996935176.88","6104160478628.53","27698157413805.41","1","2021","2","2021","1","01","05"
"2021-01-04","21593320887989.85","6084954082438.08","27678274970427.93","1","2021","2","2021","1","01","04"
"2020-12-31","21632418904104.24","6115379043563.53","27747797947667.77","1","2021","1","2020","4","12","31"
"2020-12-30","21468468575442.99","6092040322428.54","27560508897871.53","1","2021","1","2020","4","12","30"
"2020-12-29","21468460859105.23","6082369779075.99","27550830638181.22","1","2021","1","2020","4","12","29"
"2020-12-28","21468928694819.93","6073609510177.27","27542538204997.20","1","2021","1","2020","4","12","28"
"2020-12-24","21445028388848.74","6070482202955.65","27515510591804.39","1","2021","1","2020","4","12","24"
"2020-12-23","21448157219574.36","6068569641613.23","27516726861187.59","1","2021","1","2020","4","12","23"
"2020-12-22","21447826256733.93","6074489832877.40","27522316089611.33","1","2021","1","2020","4","12","22"
"2020-12-21","21447615134294.27","6065291889748.70","27512907024042.97","1","2021","1","2020","4","12","21"
"2020-12-18","21446525279996.38","6044940933359.78","27491466213356.16","1","2021","1","2020","4","12","18"
"2020-12-17","21446462125522.42","6060426761349.15","27506888886871.57","1","2021","1","2020","4","12","17"
"2020-12-16","21447890639089.95","6052616977063.35","27500507616153.30","1","2021","1","2020","4","12","16"
"2020-12-15","21448041180088.84","6064721314363.99","27512762494452.83","1","2021","1","2020","4","12","15"
"2020-12-14","21350931649169.06","6039724690213.91","27390656339382.97","1","2021","1","2020","4","12","14"
"2020-12-11","21351136018070.62","6034286365098.85","27385422383169.47","1","2021","1","2020","4","12","11"
"2020-12-10","21351415809631.68","6034408359881.83","27385824169513.51","1","2021","1","2020","4","12","10"
"2020-12-09","21354173060785.25","6050902700094.36","27405075760879.61","1","2021","1","2020","4","12","09"
"2020-12-08","21354421153858.66","6068352181713.39","27422773335572.05","1","2021","1","2020","4","12","08"
"2020-12-07","21354702143101.98","6060042400918.53","27414744544020.51","1","2021","1","2020","4","12","07"
"2020-12-04","21355692695821.43","6058423451462.27","27414116147283.70","1","2021","1","2020","4","12","04"
"2020-12-03","21356282431555.87","6057825407206.36","27414107838762.23","1","2021","1","2020","4","12","03"
"2020-12-02","21341926023922.18","6070387141183.46","27412313165105.64","1","2021","1","2020","4","12","02"
"2020-12-01","21342192975117.14","6063882707263.37","27406075682380.51","1","2021","1","2020","4","12","01"
"2020-11-30","21349471573310.81","6096816614939.36","27446288188250.17","1","2021","1","2020","4","11","30"
"2020-11-27","21218611743445.49","6057003752955.67","27275615496401.16","1","2021","1","2020","4","11","27"
"2020-11-25","21197640169859.85","6056550011420.35","27254190181280.20","1","2021","1","2020","4","11","25"
"2020-11-24","21198286608971.91","6071729311011.39","27270015919983.30","1","2021","1","2020","4","11","24"
"2020-11-23","21208012856822.73","6046402746324.61","27254415603147.34","1","2021","1","2020","4","11","23"
"2020-11-20","21207839089467.21","6039339151373.58","27247178240840.79","1","2021","1","2020","4","11","20"
"2020-11-19","21207842418951.08","6040220872216.34","27248063291167.42","1","2021","1","2020","4","11","19"
"2020-11-18","21209702993449.06","6036896179008.36","27246599172457.42","1","2021","1","2020","4","11","18"
"2020-11-17","21209227717633.17","6052762506936.69","27261990224569.86","1","2021","1","2020","4","11","17"
"2020-11-16","21217654666054.23","6040044008839.15","27257698674893.38","1","2021","1","2020","4","11","16"
"2020-11-13","21157219754436.15","6034565748537.80","27191785502973.95","1","2021","1","2020","4","11","13"
"2020-11-12","21157165930153.58","6033010895935.46","27190176826089.04","1","2021","1","2020","4","11","12"
"2020-11-10","21163144517488.27","6034590754858.75","27197735272347.02","1","2021","1","2020","4","11","10"
"2020-11-09","21173686134292.27","6046212761370.60","27219898895662.87","1","2021","1","2020","4","11","09"
"2020-11-06","21172132485311.66","6042361031199.64","27214493516511.30","1","2021","1","2020","4","11","06"
"2020-11-05","21172491717247.34","6044493315749.73","27216985032997.07","1","2021","1","2020","4","11","05"
"2020-11-04","21158958097657.07","6038010910206.76","27196969007863.83","1","2021","1","2020","4","11","04"
"2020-11-03","21158510032160.09","6038065036294.97","27196575068455.06","1","2021","1","2020","4","11","03"
"2020-11-02","21166249325865.81","6037135057073.48","27203384382939.29","1","2021","1","2020","4","11","02"
"2020-10-30","21096955697143.00","6038521105983.20","27135476803126.20","1","2021","1","2020","4","10","30"
"2020-10-29","21079776286056.41","6089721989634.29","27169498275690.70","1","2021","1","2020","4","10","29"
"2020-10-28","21076243138324.22","6091196312766.43","27167439451090.65","1","2021","1","2020","4","10","28"
"2020-10-27","21074340817490.10","6101525958376.74","27175866775866.84","1","2021","1","2020","4","10","27"
"2020-10-26","21083127197363.99","6096870537043.29","27179997734407.28","1","2021","1","2020","4","10","26"
"2020-10-23","21083992291444.08","6079493309510.87","27163485600954.95","1","2021","1","2020","4","10","23"
"2020-10-22","21084374495610.87","6066461190370.74","27150835685981.61","1","2021","1","2020","4","10","22"
"2020-10-21","21090454496181.80","6050309961745.95","27140764457927.75","1","2021","1","2020","4","10","21"
"2020-10-20","21089258084152.73","6066053260149.84","27155311344302.57","1","2021","1","2020","4","10","20"
"2020-10-19","21097983329140.83","6059731341484.90","27157714670625.73","1","2021","1","2020","4","10","19"
"2020-10-16","21097612015329.51","6050716708658.82","27148328723988.33","1","2021","1","2020","4","10","16"
"2020-10-15","21097401111521.33","6046264302910.27","27143665414431.60","1","2021","1","2020","4","10","15"
"2020-10-14","21017955322855.86","6039907401836.22","27057862724692.08","1","2021","1","2020","4","10","14"
"2020-10-13","21016869712763.46","6050200443741.50","27067070156504.96","1","2021","1","2020","4","10","13"
"2020-10-09","21025048295574.08","6047633050798.77","27072681346372.85","1","2021","1","2020","4","10","09"
"2020-10-08","21025422363846.53","6047684653135.78","27073107016982.31","1","2021","1","2020","4","10","08"
"2020-10-07","21010465532077.43","6042529975175.76","27052995507253.19","1","2021","1","2020","4","10","07"
"2020-10-06","21008381342943.40","6043808775575.87","27052190118519.27","1","2021","1","2020","4","10","06"
"2020-10-05","21016404227199.88","6034731731010.12","27051135958210.00","1","2021","1","2020","4","10","05"
"2020-10-02","21015385461953.38","6029306368056.80","27044691830010.18","1","2021","1","2020","4","10","02"
"2020-10-01","21015326142875.29","6011595792557.12","27026921935432.41","1","2021","1","2020","4","10","01"
"2020-09-30","21018952080385.63","5926439114229.52","26945391194615.15","1","2020","4","2020","3","09","30"
"2020-09-29","20903722526048.68","5886686323074.26","26790408849122.94","1","2020","4","2020","3","09","29"
"2020-09-28","20912955980381.15","5898453746116.18","26811409726497.33","1","2020","4","2020","3","09","28"
"2020-09-25","20913614093095.84","5897284418828.47","26810898511924.31","1","2020","4","2020","3","09","25"
"2020-09-24","20891109397593.75","5895022952779.60","26786132350373.35","1","2020","4","2020","3","09","24"
"2020-09-23","20890465946735.07","5887336011247.80","26777801957982.87","1","2020","4","2020","3","09","23"
"2020-09-22","20890403542124.78","5900581969606.90","26790985511731.68","1","2020","4","2020","3","09","22"
"2020-09-21","20903518934800.92","5891148909254.73","26794667844055.65","1","2020","4","2020","3","09","21"
"2020-09-18","20903123720719.24","5887264062964.45","26790387783683.69","1","2020","4","2020","3","09","18"
"2020-09-17","20902736906992.54","5887707509965.64","26790444416958.18","1","2020","4","2020","3","09","17"
"2020-09-16","20901066700028.11","5880471466881.62","26781538166909.73","1","2020","4","2020","3","09","16"
"2020-09-15","20899183125928.77","5891320713189.51","26790503839118.28","1","2020","4","2020","3","09","15"
"2020-09-14","20835330718048.11","5879745043600.83","26715075761648.94","1","2020","4","2020","3","09","14"
"2020-09-11","20834490036761.48","5876388983230.87","26710879019992.35","1","2020","4","2020","3","09","11"
"2020-09-10","20833992369400.21","5875556790948.64","26709549160348.85","1","2020","4","2020","3","09","10"
"2020-09-09","20818231086830.76","5878992290803.45","26697223377634.21","1","2020","4","2020","3","09","09"
"2020-09-08","20814037207734.74","5885335971279.72","26699373179014.46","1","2020","4","2020","3","09","08"
"2020-09-04","20843497254129.55","5879812994442.54","26723310248572.09","1","2020","4","2020","3","09","04"
"2020-09-03","20842647539754.64","5880027240330.53","26722674780085.17","1","2020","4","2020","3","09","03"
"2020-09-02","20832904201163.69","5878583740781.38","26711487941945.07","1","2020","4","2020","3","09","02"
"2020-09-01","20831829321818.21","5871122002227.36","26702951324045.57","1","2020","4","2020","3","09","01"
"2020-08-31","20822038395784.06","5906797456602.38","26728835852386.44","1","2020","4","2020","3","08","31"
"2020-08-28","20728399179895.89","5908514260979.47","26636913440875.36","1","2020","4","2020","3","08","28"
"2020-08-27","20706040194248.80","5909612962437.01","26615653156685.81","1","2020","4","2020","3","08","27"
"2020-08-26","20699215627374.74","5909809764813.72","26609025392188.46","1","2020","4","2020","3","08","26"
"2020-08-25","20698890567632.38","5927397112257.67","26626287679890.05","1","2020","4","2020","3","08","25"
"2020-08-24","20687039152758.81","5913064574437.05","26600103727195.86","1","2020","4","2020","3","08","24"
"2020-08-21","20686347281326.49","5910665248306.82","26597012529633.31","1","2020","4","2020","3","08","21"
"2020-08-20","20686047542443.54","5909553260448.82","26595600802892.36","1","2020","4","2020","3","08","20"
"2020-08-19","20677829765197.63","5900297373419.77","26578127138617.40","1","2020","4","2020","3","08","19"
"2020-08-18","20677341061204.90","5917661036184.02","26595002097388.92","1","2020","4","2020","3","08","18"
"2020-08-17","20675781863412.34","5904062433171.87","26579844296584.21","1","2020","4","2020","3","08","17"
"2020-08-14","20614743112528.87","5893996902813.85","26508740015342.72","1","2020","4","2020","3","08","14"
"2020-08-13","20614305019013.95","5895391608530.97","26509696627544.92","1","2020","4","2020","3","08","13"
"2020-08-12","20595620290631.63","5893184077516.59","26488804368148.22","1","2020","4","2020","3","08","12"
"2020-08-11","20593555758439.35","5909593934131.90","26503149692571.25","1","2020","4","2020","3","08","11"
"2020-08-10","20602395595705.06","5903091879409.50","26505487475114.56","1","2020","4","2020","3","08","10"
"2020-08-07","20601430782095.04","5897002514076.22","26498433296171.26","1","2020","4","2020","3","08","07"
"2020-08-06","20601228490475.07","5897104426590.86","26498332917065.93","1","2020","4","2020","3","08","06"
"2020-08-05","20608720828297.64","5895578701319.82","26504299529617.46","1","2020","4","2020","3","08","05"
"2020-08-04","20607116213547.84","5896121345173.34","26503237558721.18","1","2020","4","2020","3","08","04"
"2020-08-03","20631639311469.31","5879515652660.75","26511154964130.06","1","2020","4","2020","3","08","03"
"2020-07-31","20634399708136.40","5890553743441.20","26524953451577.60","1","2020","4","2020","3","07","31"
"2020-07-30","20571972112207.36","5933343187761.62","26505315299968.98","1","2020","4","2020","3","07","30"
"2020-07-29","20584415231346.35","5935989833713.22","26520405065059.57","1","2020","4","2020","3","07","29"
"2020-07-28","20584109576599.66","5937439108569.89","26521548685169.55","1","2020","4","2020","3","07","28"
"2020-07-27","20613829476218.54","5932855195339.20","26546684671557.74","1","2020","4","2020","3","07","27"
"2020-07-24","20613985069366.96","5922808101648.83","26536793171015.79","1","2020","4","2020","3","07","24"
"2020-07-23","20614085168487.62","5924789560070.25","26538874728557.87","1","2020","4","2020","3","07","23"
"2020-07-22","20571200822079.13","5920570063185.88","26491770885265.01","1","2020","4","2020","3","07","22"
"2020-07-21","20568775046149.69","5937090365150.87","26505865411300.56","1","2020","4","2020","3","07","21"
"2020-07-20","20612265803536.08","5921855114725.21","26534120918261.29","1","2020","4","2020","3","07","20"
"2020-07-17","20612219680437.71","5920145726911.40","26532365407349.11","1","2020","4","2020","3","07","17"
"2020-07-16","20611921079550.83","5917339138678.45","26529260218229.28","1","2020","4","2020","3","07","16"
"2020-07-15","20574380830507.80","5911091609553.12","26485472440060.92","1","2020","4","2020","3","07","15"
"2020-07-14","20539873335812.51","5909778434443.54","26449651770256.05","1","2020","4","2020","3","07","14"
"2020-07-13","20583461928475.00","5904639271901.64","26488101200376.64","1","2020","4","2020","3","07","13"
"2020-07-10","20583643590483.90","5901443005856.50","26485086596340.40","1","2020","4","2020","3","07","10"
"2020-07-09","20583805536797.77","5904003221453.18","26487808758250.95","1","2020","4","2020","3","07","09"
"2020-07-08","20556762712165.80","5889983666445.02","26446746378610.82","1","2020","4","2020","3","07","08"
"2020-07-07","20554746176759.01","5906088060271.54","26460834237030.55","1","2020","4","2020","3","07","07"
"2020-07-06","20558806159126.36","5901550077909.24","26460356237035.60","1","2020","4","2020","3","07","06"
"2020-07-03","20559307340665.10","5888615377606.56","26447922718271.66","1","2020","4","2020","3","07","03"
"2020-07-02","20559461021603.62","5897618691327.25","26457079712930.87","1","2020","4","2020","3","07","02"
"2020-07-01","20524313675569.22","5904652555547.92","26428966231117.14","1","2020","4","2020","3","07","01"
"2020-06-30","20530278232389.35","5946962620735.41","26477240853124.76","1","2020","3","2020","2","06","30"
"2020-06-29","20427662059462.73","5896965871626.81","26324627931089.54","1","2020","3","2020","2","06","29"
"2020-06-26","20428175376968.14","5888715817382.39","26316891194350.53","1","2020","3","2020","2","06","26"
"2020-06-25","20408678291738.93","5892524387272.47","26301202679011.40","1","2020","3","2020","2","06","25"
"2020-06-24","20340847570951.00","5896965542850.78","26237813113801.78","1","2020","3","2020","2","06","24"
"2020-06-23","20340264414421.01","5911470378725.99","26251734793147.00","1","2020","3","2020","2","06","23"
"2020-06-22","20335130195671.64","5908712851687.19","26243843047358.83","1","2020","3","2020","2","06","22"
"2020-06-19","20336112764745.13","5904630434200.05","26240743198945.18","1","2020","3","2020","2","06","19"
"2020-06-18","20327930887347.94","5905741016100.39","26233671903448.33","1","2020","3","2020","2","06","18"
"2020-06-17","20241116522461.44","5903365781128.57","26144482303590.01","1","2020","3","2020","2","06","17"
"2020-06-16","20241259986107.24","5912352145943.62","26153612132050.86","1","2020","3","2020","2","06","16"
"2020-06-15","20230458100915.75","5900837058276.10","26131295159191.85","1","2020","3","2020","2","06","15"
"2020-06-12","20166569027872.95","5895845722823.13","26062414750696.08","1","2020","3","2020","2","06","12"
"2020-06-11","20165903564781.30","5896763312446.86","26062666877228.16","1","2020","3","2020","2","06","11"
"2020-06-10","20096329220086.49","5890600265573.23","25986929485659.72","1","2020","3","2020","2","06","10"
"2020-06-09","20096761240012.96","5906990272331.95","26003751512344.91","1","2020","3","2020","2","06","09"
"2020-06-08","20061738133725.58","5898809787260.53","25960547920986.11","1","2020","3","2020","2","06","08"
"2020-06-05","20031293630338.74","5888419967618.93","25919713597957.67","1","2020","3","2020","2","06","05"
"2020-06-04","20031546217610.87","5888539425419.01","25920085643029.88","1","2020","3","2020","2","06","04"
"2020-06-03","19948602683005.32","5881525870703.24","25830128553708.56","1","2020","3","2020","2","06","03"
"2020-06-02","19948717654707.95","5892876099180.46","25841593753888.41","1","2020","3","2020","2","06","02"
"2020-06-01","19868879659973.24","5882590379726.05","25751470039699.29","1","2020","3","2020","2","06","01"
"2020-05-29","19812769028672.42","5933491158070.24","25746260186742.66","1","2020","3","2020","2","05","29"
"2020-05-28","19765841489593.14","5917831052950.56","25683672542543.70","1","2020","3","2020","2","05","28"
"2020-05-27","19658553133164.41","5924584231072.98","25583137364237.39","1","2020","3","2020","2","05","27"
"2020-05-26","19658296114369.51","5945672835535.19","25603968949904.70","1","2020","3","2020","2","05","26"
"2020-05-22","19568918500579.08","5944402929077.18","25513321429656.26","1","2020","3","2020","2","05","22"
"2020-05-21","19528469870929.41","5938294468005.81","25466764338935.22","1","2020","3","2020","2","05","21"
"2020-05-20","19429375108045.77","5931634899970.34","25361010008016.11","1","2020","3","2020","2","05","20"
"2020-05-19","19427688296012.27","5949602896408.83","25377291192421.10","1","2020","3","2020","2","05","19"
"2020-05-18","19376511582630.18","5934894388602.00","25311405971232.18","1","2020","3","2020","2","05","18"
"2020-05-15","19377052324026.68","5928559259350.58","25305611583377.26","1","2020","3","2020","2","05","15"
"2020-05-14","19340394561836.48","5927170151127.14","25267564712963.62","1","2020","3","2020","2","05","14"
"2020-05-13","19261307376968.67","5927450448145.19","25188757825113.86","1","2020","3","2020","2","05","13"
"2020-05-12","19260331227697.98","5944101967838.76","25204433195536.74","1","2020","3","2020","2","05","12"
"2020-05-11","19218863862523.55","5937836258427.25","25156700120950.80","1","2020","3","2020","2","05","11"
"2020-05-08","19219017143894.46","5934089235693.18","25153106379587.64","1","2020","3","2020","2","05","08"
"2020-05-07","19218562087514.65","5923838367730.89","25142400455245.54","1","2020","3","2020","2","05","07"
"2020-05-06","19148593687461.43","5909935114680.99","25058528802142.42","1","2020","3","2020","2","05","06"
"2020-05-05","19148572794844.95","5909351228561.85","25057924023406.80","1","2020","3","2020","2","05","05"
"2020-05-04","19053015574637.83","5895968126279.01","24948983700916.84","1","2020","3","2020","2","05","04"
"2020-05-01","19053597245289.71","5867728731524.78","24921325976814.49","1","2020","3","2020","2","05","01"
"2020-04-30","19053618801919.97","5920553066244.38","24974171868164.35","1","2020","3","2020","2","04","30"
"2020-04-29","18926928003279.46","5927150683993.06","24854078687272.52","1","2020","3","2020","2","04","29"
"2020-04-28","18869904429345.09","5932533865762.78","24802438295107.87","1","2020","3","2020","2","04","28"
"2020-04-27","18778813137549.29","5933492311045.60","24712305448594.89","1","2020","3","2020","2","04","27"
"2020-04-24","18778402028693.55","5932227058250.78","24710629086944.33","1","2020","3","2020","2","04","24"
"2020-04-23","18777828897162.24","5927326437700.61","24705155334862.85","1","2020","3","2020","2","04","23"
"2020-04-22","18686805288333.26","5922538262033.55","24609343550366.81","1","2020","3","2020","2","04","22"
"2020-04-21","18621943243238.81","5944904606325.23","24566847849564.04","1","2020","3","2020","2","04","21"
"2020-04-20","18523661184040.95","5937213874851.27","24460875058892.22","1","2020","3","2020","2","04","20"
"2020-04-17","18523734410806.52","5934200440269.83","24457934851076.35","1","2020","3","2020","2","04","17"
"2020-04-16","18524301170741.25","5940990009971.86","24465291180713.11","1","2020","3","2020","2","04","16"
"2020-04-15","18441034071127.88","5942892026233.98","24383926097361.86","1","2020","3","2020","2","04","15"
"2020-04-14","18338500813636.89","5963277630312.32","24301778443949.21","1","2020","3","2020","2","04","14"
"2020-04-13","18230750748315.02","5962339872819.78","24193090621134.80","1","2020","3","2020","2","04","13"
"2020-04-10","18230748262703.22","5980327611008.67","24211075873711.89","1","2020","3","2020","2","04","10"
"2020-04-09","18230730588326.65","5990940150877.70","24221670739204.35","1","2020","3","2020","2","04","09"
"2020-04-08","18110326875954.74","6001505173930.16","24111832049884.90","1","2020","3","2020","2","04","08"
"2020-04-07","18004963300482.19","6006560016171.17","24011523316653.36","1","2020","3","2020","2","04","07"
"2020-04-06","17919267151226.25","5997945512631.34","23917212663857.59","1","2020","3","2020","2","04","06"
"2020-04-03","17918595311923.59","5989735061841.82","23908330373765.41","1","2020","3","2020","2","04","03"
"2020-04-02","17834239216864.28","5999588971994.26","23833828188858.54","1","2020","3","2020","2","04","02"
"2020-04-01","17719077528190.93","5983182830719.25","23702260358910.18","1","2020","3","2020","2","04","01"
"2020-03-31","17674771266474.08","6012099546166.00","23686870812640.08","1","2020","2","2020","1","03","31"
"2020-03-30","17554731018699.21","6010324969544.04","23565055988243.25","1","2020","2","2020","1","03","30"
"2020-03-27","17553231839939.21","5981808048557.21","23535039888496.42","1","2020","2","2020","1","03","27"
"2020-03-26","17535603326374.89","5979198664130.74","23514801990505.63","1","2020","2","2020","1","03","26"
"2020-03-25","17530771851107.63","6011750886314.88","23542522737422.51","1","2020","2","2020","1","03","25"
"2020-03-24","17530592687171.67","6020993346212.75","23551586033384.42","1","2020","2","2020","1","03","24"
"2020-03-23","17507401138252.23","6010453915906.78","23517855054159.01","1","2020","2","2020","1","03","23"
"2020-03-20","17506352913010.65","6008182077907.88","23514534990918.53","1","2020","2","2020","1","03","20"
"2020-03-19","17505933295301.02","6009728152255.63","23515661447556.65","1","2020","2","2020","1","03","19"
"2020-03-18","17506638952920.28","6006952045253.80","23513590998174.08","1","2020","2","2020","1","03","18"
"2020-03-17","17506099534102.63","6021994383555.02","23528093917657.65","1","2020","2","2020","1","03","17"
"2020-03-16","17495252134765.03","6005506923878.49","23500759058643.52","1","2020","2","2020","1","03","16"
"2020-03-13","17441348876495.70","6001049359377.36","23442398235873.06","1","2020","2","2020","1","03","13"
"2020-03-12","17438473384294.44","6001449642963.93","23439923027258.37","1","2020","2","2020","1","03","12"
"2020-03-11","17484869638273.14","5998175732142.33","23483045370415.47","1","2020","2","2020","1","03","11"
"2020-03-10","17484257950944.52","6014439295387.99","23498697246332.51","1","2020","2","2020","1","03","10"
"2020-03-09","17470244172300.89","6003294663716.14","23473538836017.03","1","2020","2","2020","1","03","09"
"2020-03-06","17470002273480.20","5998665528467.58","23468667801947.78","1","2020","2","2020","1","03","06"
"2020-03-05","17469371163304.52","5999788699919.56","23469159863224.08","1","2020","2","2020","1","03","05"
"2020-03-04","17463941870439.26","5996660991084.00","23460602861523.26","1","2020","2","2020","1","03","04"
"2020-03-03","17458614220504.75","5996202564806.56","23454816785311.31","1","2020","2","2020","1","03","03"
"2020-03-02","17445649600708.22","5995195501723.68","23440845102431.90","1","2020","2","2020","1","03","02"
"2020-02-28","17413049915879.80","5996909234363.83","23409959150243.63","1","2020","2","2020","1","02","28"
"2020-02-27","17387809848199.62","6034876946308.25","23422686794507.87","1","2020","2","2020","1","02","27"
"2020-02-26","17389166301912.36","6037414308797.60","23426580610709.96","1","2020","2","2020","1","02","26"
"2020-02-25","17389166532970.41","6049647825300.09","23438814358270.50","1","2020","2","2020","1","02","25"
"2020-02-24","17365321695717.52","6040987908210.21","23406309603927.73","1","2020","2","2020","1","02","24"
"2020-02-21","17365452897838.30","6032577031339.42","23398029929177.72","1","2020","2","2020","1","02","21"
"2020-02-20","17364593991112.41","6027999926067.54","23392593917179.95","1","2020","2","2020","1","02","20"
"2020-02-19","17325696041762.02","6027522956398.81","23353218998160.83","1","2020","2","2020","1","02","19"
"2020-02-18","17325065170525.81","6025950212857.97","23351015383383.78","1","2020","2","2020","1","02","18"
"2020-02-14","17288287556566.37","6016522567520.97","23304810124087.34","1","2020","2","2020","1","02","14"
"2020-02-13","17288291326720.19","6017005824413.78","23305297151133.97","1","2020","2","2020","1","02","13"
"2020-02-12","17259686140675.27","6014412810818.81","23274098951494.08","1","2020","2","2020","1","02","12"
"2020-02-11","17259765072099.52","6030569483582.84","23290334555682.36","1","2020","2","2020","1","02","11"
"2020-02-10","17233671419422.30","6022684697752.75","23256356117175.05","1","2020","2","2020","1","02","10"
"2020-02-07","17233860739553.31","6017169208404.46","23251029947957.77","1","2020","2","2020","1","02","07"
"2020-02-06","17233617253756.13","6019301405722.35","23252918659478.48","1","2020","2","2020","1","02","06"
"2020-02-05","17231851760064.99","6014663042399.93","23246514802464.92","1","2020","2","2020","1","02","05"
"2020-02-04","17231339167986.90","6014335863903.31","23245675031890.21","1","2020","2","2020","1","02","04"
"2020-02-03","17210560808395.08","5995320000062.71","23205880808457.79","1","2020","2","2020","1","02","03"
"2020-01-31","17212634807910.27","6011178074802.87","23223812882713.14","1","2020","2","2020","1","01","31"
"2020-01-30","17194272626660.47","6057290260703.85","23251562887364.32","1","2020","2","2020","1","01","30"
"2020-01-29","17188840195892.68","6056246765052.62","23245086960945.30","1","2020","2","2020","1","01","29"
"2020-01-28","17188354212009.22","6055571016168.97","23243925228178.19","1","2020","2","2020","1","01","28"
"2020-01-27","17176269107221.96","6046084094674.47","23222353201896.43","1","2020","2","2020","1","01","27"
"2020-01-24","17176424212742.16","6033276393018.84","23209700605761.00","1","2020","2","2020","1","01","24"
"2020-01-23","17176161533753.88","6030443690561.84","23206605224315.72","1","2020","2","2020","1","01","23"
"2020-01-22","17176915487937.35","6028302830336.66","23205218318274.01","1","2020","2","2020","1","01","22"
"2020-01-21","17177048615525.42","6033365301792.43","23210413917317.85","1","2020","2","2020","1","01","21"
"2020-01-17","17181334850319.92","6029890098050.99","23211224948370.91","1","2020","2","2020","1","01","17"
"2020-01-16","17181120501870.30","6023210997559.38","23204331499429.68","1","2020","2","2020","1","01","16"
"2020-01-15","17178181916235.20","6015912304482.11","23194094220717.31","1","2020","2","2020","1","01","15"
"2020-01-14","17147212900497.28","6021792610713.91","23169005511211.19","1","2020","2","2020","1","01","14"
"2020-01-13","17156747242357.46","6013065716482.34","23169812958839.80","1","2020","2","2020","1","01","13"
"2020-01-10","17156730423383.93","6010420553955.15","23167150977339.08","1","2020","2","2020","1","01","10"
"2020-01-09","17156951436901.08","6010945161191.49","23167896598092.57","1","2020","2","2020","1","01","09"
"2020-01-08","17157849214410.19","6004903652551.12","23162752866961.31","1","2020","2","2020","1","01","08"
"2020-01-07","17156739031334.51","6020202093992.42","23176941125326.93","1","2020","2","2020","1","01","07"
"2020-01-06","17164653477030.90","6012491408110.99","23177144885141.89","1","2020","2","2020","1","01","06"
"2020-01-03","17163322135882.56","6007124192808.07","23170446328690.63","1","2020","2","2020","1","01","03"
"2020-01-02","17162410209193.34","6009588924637.43","23171999133830.77","1","2020","2","2020","1","01","02"
"2019-12-31","17170442487631.56","6030937647175.17","23201380134806.73","1","2020","1","2019","4","12","31"
"2019-12-30","17133687951263.30","5975139843829.56","23108827795092.86","1","2020","1","2019","4","12","30"
"2019-12-27","17133179633230.29","5974589706602.12","23107769339832.41","1","2020","1","2019","4","12","27"
"2019-12-26","17114921532287.18","5972400639188.75","23087322171475.93","1","2020","1","2019","4","12","26"
"2019-12-24","17116045374902.84","5963938068506.90","23079983443409.74","1","2020","1","2019","4","12","24"
"2019-12-23","17132275166528.98","5981905300101.58","23114180466630.56","1","2020","1","2019","4","12","23"
"2019-12-20","17131413769703.14","5955271472320.52","23086685242023.66","1","2020","1","2019","4","12","20"
"2019-12-19","17131574400641.15","5956009095719.03","23087583496360.18","1","2020","1","2019","4","12","19"
"2019-12-18","17132697641060.15","5966856183994.63","23099553825054.78","1","2020","1","2019","4","12","18"
"2019-12-17","17130346074574.30","5981118871031.47","23111464945605.77","1","2020","1","2019","4","12","17"
"2019-12-16","17141625359793.44","5966557649720.72","23108183009514.16","1","2020","1","2019","4","12","16"
"2019-12-13","17088790373343.72","5961651806966.04","23050442180309.76","1","2020","1","2019","4","12","13"
"2019-12-12","17088776732111.07","5964943380167.07","23053720112278.14","1","2020","1","2019","4","12","12"
"2019-12-11","17105930691931.67","5963469881287.59","23069400573219.26","1","2020","1","2019","4","12","11"
"2019-12-10","17104589566400.81","5978501865873.80","23083091432274.61","1","2020","1","2019","4","12","10"
"2019-12-09","17123396867371.36","5973585563902.61","23096982431273.97","1","2020","1","2019","4","12","09"
"2019-12-06","17123206920733.52","5966843271253.47","23090050191986.99","1","2020","1","2019","4","12","06"
"2019-12-05","17122608802571.39","5968526353309.86","23091135155881.25","1","2020","1","2019","4","12","05"
"2019-12-04","17123729318548.02","5966184780449.53","23089914098997.55","1","2020","1","2019","4","12","04"
"2019-12-03","17122442409062.30","5965828341899.47","23088270750961.77","1","2020","1","2019","4","12","03"
"2019-12-02","17133902192278.59","5971073106850.13","23104975299128.72","1","2020","1","2019","4","12","02"
