Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2012-09-18","11253532918838.73","4767442276076.10","16020975194914.83","1","2012","4","2012","3","09","18"
"2012-09-17","11253166682472.78","4755771641408.20","16008938323880.98","1","2012","4","2012","3","09","17"
"2012-09-14","11295869555933.72","4749913661899.98","16045783217833.70","1","2012","4","2012","3","09","14"
"2012-09-13","11295909110775.46","4749769581955.17","16045678692730.63","1","2012","4","2012","3","09","13"
"2012-09-12","11296492509576.66","4749844767696.64","16046337277273.30","1","2012","4","2012","3","09","12"
"2012-09-11","11295621304307.62","4759332438911.51","16054953743219.13","1","2012","4","2012","3","09","11"
"2012-09-10","11295528899812.12","4752489410400.81","16048018310212.93","1","2012","4","2012","3","09","10"
"2012-09-07","11295522809686.65","4751157477149.74","16046680286836.39","1","2012","4","2012","3","09","07"
"2012-09-06","11295623345228.69","4749892066188.14","16045515411416.83","1","2012","4","2012","3","09","06"
"2012-09-05","11270527020333.43","4750157423801.15","16020684444134.58","1","2012","4","2012","3","09","05"
"2012-09-04","11269761164215.90","4738299136863.25","16008060301079.15","1","2012","4","2012","3","09","04"
"2012-08-31","11272625663662.57","4743144124553.23","16015769788215.80","1","2012","4","2012","3","08","31"
"2012-08-30","11213991682162.57","4776549410229.34","15990541092391.91","1","2012","4","2012","3","08","30"
"2012-08-29","11199295723839.46","4778889047319.83","15978184771159.29","1","2012","4","2012","3","08","29"
"2012-08-28","11198791218734.06","4780127371177.68","15978918589911.74","1","2012","4","2012","3","08","28"
"2012-08-27","11197621562031.93","4777600638525.35","15975222200557.28","1","2012","4","2012","3","08","27"
"2012-08-24","11198007315885.95","4776802391643.18","15974809707529.13","1","2012","4","2012","3","08","24"
"2012-08-23","11197966497649.15","4778552531494.99","15976519029144.14","1","2012","4","2012","3","08","23"
"2012-08-22","11177326036578.95","4783142485532.25","15960468522111.20","1","2012","4","2012","3","08","22"
"2012-08-21","11176851754468.88","4793283183136.12","15970134937605.00","1","2012","4","2012","3","08","21"
"2012-08-20","11176502309547.02","4788264992659.62","15964767302206.64","1","2012","4","2012","3","08","20"
"2012-08-17","11175374895979.98","4786679954417.99","15962054850397.97","1","2012","4","2012","3","08","17"
"2012-08-16","11175825918961.79","4782133736225.44","15957959655187.23","1","2012","4","2012","3","08","16"
"2012-08-15","11165408618916.94","4779461066977.98","15944869685894.92","1","2012","4","2012","3","08","15"
"2012-08-14","11132186945483.10","4787301064959.67","15919488010442.77","1","2012","4","2012","3","08","14"
"2012-08-13","11131954707899.86","4783592682240.06","15915547390139.92","1","2012","4","2012","3","08","13"
"2012-08-10","11132489250370.28","4782484148992.25","15914973399362.53","1","2012","4","2012","3","08","10"
"2012-08-09","11132675901932.02","4783138555987.44","15915814457919.46","1","2012","4","2012","3","08","09"
"2012-08-08","11122338169886.65","4781603222549.65","15903941392436.30","1","2012","4","2012","3","08","08"
"2012-08-07","11120600690794.37","4791461552430.39","15912062243224.76","1","2012","4","2012","3","08","07"
"2012-08-06","11121617834221.06","4787081691707.40","15908699525928.46","1","2012","4","2012","3","08","06"
"2012-08-03","11121816561855.34","4782812086240.78","15904628648096.12","1","2012","4","2012","3","08","03"
"2012-08-02","11121967405758.76","4798623633333.10","15920591039091.86","1","2012","4","2012","3","08","02"
"2012-08-01","11115442428314.14","4791696231966.83","15907138660280.97","1","2012","4","2012","3","08","01"
"2012-07-31","11122281549948.22","4810953087545.33","15933234637493.55","1","2012","4","2012","3","07","31"
"2012-07-30","11063292493497.68","4810474885352.48","15873767378850.16","1","2012","4","2012","3","07","30"
"2012-07-27","11065716086357.70","4812658409040.72","15878374495398.42","1","2012","4","2012","3","07","27"
"2012-07-26","11065908268504.33","4813647975548.64","15879556244052.97","1","2012","4","2012","3","07","26"
"2012-07-25","11067062751057.77","4807796571710.63","15874859322768.40","1","2012","4","2012","3","07","25"
"2012-07-24","11065979692064.08","4816511430001.61","15882491122065.69","1","2012","4","2012","3","07","24"
"2012-07-23","11065934893561.99","4811299185424.01","15877234078986.00","1","2012","4","2012","3","07","23"
"2012-07-20","11065736754477.21","4809139655049.20","15874876409526.41","1","2012","4","2012","3","07","20"
"2012-07-19","11065796026724.75","4808569430535.65","15874365457260.40","1","2012","4","2012","3","07","19"
"2012-07-18","11066988899700.68","4807057816176.88","15874046715877.56","1","2012","4","2012","3","07","18"
"2012-07-17","11066615562739.42","4817540366892.63","15884155929632.05","1","2012","4","2012","3","07","17"
"2012-07-16","11066237719888.34","4809496953627.71","15875734673516.05","1","2012","4","2012","3","07","16"
"2012-07-13","11066640739934.59","4804525972336.26","15871166712270.85","1","2012","4","2012","3","07","13"
"2012-07-12","11066746703446.63","4804765478265.57","15871512181712.20","1","2012","4","2012","3","07","12"
"2012-07-11","11073524054554.97","4802933590577.69","15876457645132.66","1","2012","4","2012","3","07","11"
"2012-07-10","11072592982308.65","4813261773042.82","15885854755351.47","1","2012","4","2012","3","07","10"
"2012-07-09","11071876450979.42","4807389862093.78","15879266313073.20","1","2012","4","2012","3","07","09"
"2012-07-06","11072437860842.33","4807090748132.78","15879528608975.11","1","2012","4","2012","3","07","06"
"2012-07-05","11072381954476.84","4804270358074.45","15876652312551.29","1","2012","4","2012","3","07","05"
"2012-07-03","11076313978755.12","4804672485570.17","15880986464325.29","1","2012","4","2012","3","07","03"
"2012-07-02","11076020074625.50","4812721784195.16","15888741858820.66","1","2012","4","2012","3","07","02"
"2012-06-29","11044184844611.66","4812182369712.78","15856367214324.44","1","2012","3","2012","2","06","29"
"2012-06-28","11036289442346.17","4744710478174.00","15780999920520.17","1","2012","3","2012","2","06","28"
"2012-06-27","11034318733444.32","4744631810028.35","15778950543472.67","1","2012","3","2012","2","06","27"
"2012-06-26","11034027517141.29","4755076516462.50","15789104033603.79","1","2012","3","2012","2","06","26"
"2012-06-25","11033363467103.20","4749206676994.76","15782570144097.96","1","2012","3","2012","2","06","25"
"2012-06-22","11033193124032.96","4745245475535.32","15778438599568.28","1","2012","3","2012","2","06","22"
"2012-06-21","11032512442636.94","4747130919847.73","15779643362484.67","1","2012","3","2012","2","06","21"
"2012-06-20","11033476255793.33","4744478331388.64","15777954587181.97","1","2012","3","2012","2","06","20"
"2012-06-19","11032615107666.43","4752061511444.19","15784676619110.62","1","2012","3","2012","2","06","19"
"2012-06-18","11032176950396.67","4743962290613.72","15776139241010.39","1","2012","3","2012","2","06","18"
"2012-06-15","11031842483539.49","4740334867907.65","15772177351447.14","1","2012","3","2012","2","06","15"
"2012-06-14","10999463838302.97","4737507256169.20","15736971094472.17","1","2012","3","2012","2","06","14"
"2012-06-13","11000730870069.91","4734451553701.81","15735182423771.72","1","2012","3","2012","2","06","13"
"2012-06-12","11000145858591.52","4744214841473.33","15744360700064.85","1","2012","3","2012","2","06","12"
"2012-06-11","10999435913618.62","4738474273896.26","15737910187514.88","1","2012","3","2012","2","06","11"
"2012-06-08","10999228502957.56","4736135170288.27","15735363673245.83","1","2012","3","2012","2","06","08"
"2012-06-07","10999256703473.73","4734112728667.11","15733369432140.84","1","2012","3","2012","2","06","07"
"2012-06-06","11001065979467.23","4733530598991.36","15734596578458.59","1","2012","3","2012","2","06","06"
"2012-06-05","11000515237603.81","4732894045596.37","15733409283200.18","1","2012","3","2012","2","06","05"
"2012-06-04","10999932869500.08","4728179533359.84","15728112402859.92","1","2012","3","2012","2","06","04"
"2012-06-01","10999593160297.45","4725314204697.59","15724907364995.04","1","2012","3","2012","2","06","01"
"2012-05-31","11006251094374.26","4764433990989.88","15770685085364.14","1","2012","3","2012","2","05","31"
"2012-05-30","10954585521570.61","4762039778880.08","15716625300450.69","1","2012","3","2012","2","05","30"
"2012-05-29","10952470917520.59","4761184685432.64","15713655602953.23","1","2012","3","2012","2","05","29"
"2012-05-25","10951528241764.27","4760072704441.70","15711600946205.97","1","2012","3","2012","2","05","25"
"2012-05-24","10950490306884.60","4761956061359.05","15712446368243.65","1","2012","3","2012","2","05","24"
"2012-05-23","10951299857320.39","4762997758335.26","15714297615655.65","1","2012","3","2012","2","05","23"
"2012-05-22","10950290226363.39","4770928381083.70","15721218607447.09","1","2012","3","2012","2","05","22"
"2012-05-21","10949502921153.04","4765958241336.18","15715461162489.22","1","2012","3","2012","2","05","21"
"2012-05-18","10948855483645.59","4763351173565.46","15712206657211.05","1","2012","3","2012","2","05","18"
"2012-05-17","10948486191634.15","4764336944091.69","15712823135725.84","1","2012","3","2012","2","05","17"
"2012-05-16","10950509043850.59","4758244627917.05","15708753671767.64","1","2012","3","2012","2","05","16"
"2012-05-15","10949749784031.74","4766365828773.32","15716115612805.06","1","2012","3","2012","2","05","15"
"2012-05-14","10915800604714.12","4761195669146.70","15676996273860.82","1","2012","3","2012","2","05","14"
"2012-05-11","10915075816618.97","4759106950855.39","15674182767474.36","1","2012","3","2012","2","05","11"
"2012-05-10","10915030363661.65","4759658813596.90","15674689177258.55","1","2012","3","2012","2","05","10"
"2012-05-09","10916058482863.82","4757989250627.14","15674047733490.96","1","2012","3","2012","2","05","09"
"2012-05-08","10915510337547.06","4770216648169.41","15685726985716.47","1","2012","3","2012","2","05","08"
"2012-05-07","10913955899019.99","4761835464384.18","15675791363404.17","1","2012","3","2012","2","05","07"
"2012-05-04","10913690789940.87","4758225566670.49","15671916356611.36","1","2012","3","2012","2","05","04"
"2012-05-03","10913530062318.18","4757672418324.80","15671202480642.98","1","2012","3","2012","2","05","03"
"2012-05-02","10910384630060.60","4770111266079.90","15680495896140.50","1","2012","3","2012","2","05","02"
"2012-05-01","10910025382723.66","4763204355656.32","15673229738379.98","1","2012","3","2012","2","05","01"
"2012-04-30","10916070898102.68","4776297169202.55","15692368067305.23","1","2012","3","2012","2","04","30"
"2012-04-27","10859635596261.41","4764061611155.98","15623697207417.39","1","2012","3","2012","2","04","27"
"2012-04-26","10859267672675.69","4765079937801.18","15624347610476.87","1","2012","3","2012","2","04","26"
"2012-04-25","10860722926433.74","4762562602020.67","15623285528454.41","1","2012","3","2012","2","04","25"
"2012-04-24","10859176801419.86","4769089697288.18","15628266498708.04","1","2012","3","2012","2","04","24"
"2012-04-23","10858204873838.22","4761969175722.01","15620174049560.23","1","2012","3","2012","2","04","23"
"2012-04-20","10858146916544.62","4759211613825.31","15617358530369.93","1","2012","3","2012","2","04","20"
"2012-04-19","10857988065192.96","4757602909829.41","15615590975022.37","1","2012","3","2012","2","04","19"
"2012-04-18","10905376996162.03","4755359667725.93","15660736663887.96","1","2012","3","2012","2","04","18"
"2012-04-17","10903987805036.21","4757586427562.61","15661574232598.82","1","2012","3","2012","2","04","17"
"2012-04-16","10903326597003.36","4751311928394.28","15654638525397.64","1","2012","3","2012","2","04","16"
"2012-04-13","10880890738953.68","4734835298368.98","15615726037322.66","1","2012","3","2012","2","04","13"
"2012-04-12","10880527647709.21","4734467120134.11","15614994767843.32","1","2012","3","2012","2","04","12"
"2012-04-11","10886106101181.97","4731981942323.66","15618088043505.63","1","2012","3","2012","2","04","11"
"2012-04-10","10885339078286.01","4741493518408.95","15626832596694.96","1","2012","3","2012","2","04","10"
"2012-04-09","10884773109942.45","4736672624190.38","15621445734132.83","1","2012","3","2012","2","04","09"
"2012-04-06","10884645947631.29","4733994331951.64","15618640279582.93","1","2012","3","2012","2","04","06"
"2012-04-05","10884566084027.55","4735174086380.79","15619740170408.34","1","2012","3","2012","2","04","05"
"2012-04-04","10886893993272.96","4730828550805.99","15617722544078.95","1","2012","3","2012","2","04","04"
"2012-04-03","10885892840514.66","4730953734424.54","15616846574939.20","1","2012","3","2012","2","04","03"
"2012-04-02","10883217233063.87","4737108765340.09","15620325998403.96","1","2012","3","2012","2","04","02"
"2012-03-30","10846824546943.15","4735254134245.54","15582078681188.69","1","2012","2","2012","1","03","30"
"2012-03-29","10833979740152.00","4745873206305.64","15579852946457.64","1","2012","2","2012","1","03","29"
"2012-03-28","10832837712665.43","4747374090874.03","15580211803539.46","1","2012","2","2012","1","03","28"
"2012-03-27","10831917653124.47","4757489762037.23","15589407415161.70","1","2012","2","2012","1","03","27"
"2012-03-26","10831320189378.90","4754754380661.89","15586074570040.79","1","2012","2","2012","1","03","26"
"2012-03-23","10831324748289.16","4754251292044.54","15585576040333.70","1","2012","2","2012","1","03","23"
"2012-03-22","10831253572880.59","4753652321246.69","15584905894127.28","1","2012","2","2012","1","03","22"
"2012-03-21","10822368538138.99","4752060026059.35","15574428564198.34","1","2012","2","2012","1","03","21"
"2012-03-20","10821663264464.04","4761720581685.30","15583383846149.34","1","2012","2","2012","1","03","20"
"2012-03-19","10820995644405.11","4753242723699.78","15574238368104.89","1","2012","2","2012","1","03","19"
"2012-03-16","10820230118370.38","4746340711375.56","15566570829745.94","1","2012","2","2012","1","03","16"
"2012-03-15","10820114556380.32","4744695335387.67","15564809891767.99","1","2012","2","2012","1","03","15"
"2012-03-14","10774728192008.90","4741721753574.83","15516449945583.73","1","2012","2","2012","1","03","14"
"2012-03-13","10773922169212.38","4750255680277.26","15524177849489.64","1","2012","2","2012","1","03","13"
"2012-03-12","10773694877424.23","4745445998506.59","15519140875930.82","1","2012","2","2012","1","03","12"
"2012-03-09","10773406301523.09","4743645422625.81","15517051724148.90","1","2012","2","2012","1","03","09"
"2012-03-08","10773363801666.78","4744430840644.47","15517794642311.25","1","2012","2","2012","1","03","08"
"2012-03-07","10757197476823.17","4741109215804.82","15498306692627.99","1","2012","2","2012","1","03","07"
"2012-03-06","10756417042057.90","4742606587624.54","15499023629682.44","1","2012","2","2012","1","03","06"
"2012-03-05","10755894456550.23","4736088795646.23","15491983252196.46","1","2012","2","2012","1","03","05"
"2012-03-02","10756483483823.94","4733390167773.52","15489873651597.46","1","2012","2","2012","1","03","02"
"2012-03-01","10755610818537.19","4745403897606.53","15501014716143.72","1","2012","2","2012","1","03","01"
"2012-02-29","10722996298868.22","4765894997379.80","15488891296248.02","1","2012","2","2012","1","02","29"
"2012-02-28","10675494440597.72","4766626543066.16","15442120983663.88","1","2012","2","2012","1","02","28"
"2012-02-27","10674959196269.01","4763558866421.36","15438518062690.37","1","2012","2","2012","1","02","27"
"2012-02-24","10675327157594.47","4762660691866.44","15437987849460.91","1","2012","2","2012","1","02","24"
"2012-02-23","10675481199498.82","4760213356534.47","15435694556033.29","1","2012","2","2012","1","02","23"
"2012-02-22","10656161387513.97","4760162256532.79","15416323644046.76","1","2012","2","2012","1","02","22"
"2012-02-21","10656186702155.54","4763613520169.61","15419800222325.15","1","2012","2","2012","1","02","21"
"2012-02-17","10655355371776.74","4761238608236.30","15416593980013.04","1","2012","2","2012","1","02","17"
"2012-02-16","10655376243337.89","4757654741504.25","15413030984842.14","1","2012","2","2012","1","02","16"
"2012-02-15","10636670644323.12","4755064982687.06","15391735627010.18","1","2012","2","2012","1","02","15"
"2012-02-14","10596773910422.08","4762610253497.43","15359384163919.51","1","2012","2","2012","1","02","14"
"2012-02-13","10596768009341.49","4758430326052.17","15355198335393.66","1","2012","2","2012","1","02","13"
"2012-02-10","10596675638209.03","4757433068699.51","15354108706908.54","1","2012","2","2012","1","02","10"
"2012-02-09","10596905857448.28","4758933063573.88","15355838921022.16","1","2012","2","2012","1","02","09"
"2012-02-08","10577836905016.25","4757829310364.84","15335666215381.09","1","2012","2","2012","1","02","08"
"2012-02-07","10577647703529.61","4765857163256.05","15343504866785.66","1","2012","2","2012","1","02","07"
"2012-02-06","10577280116477.23","4760601541440.91","15337881657918.14","1","2012","2","2012","1","02","06"
"2012-02-03","10577697734689.60","4757410548648.97","15335108283338.57","1","2012","2","2012","1","02","03"
"2012-02-02","10577905838990.46","4773500455650.03","15351406294640.49","1","2012","2","2012","1","02","02"
"2012-02-01","10567695900899.93","4763082218950.67","15330778119850.60","1","2012","2","2012","1","02","01"
"2012-01-31","10572374387699.06","4783766105917.00","15356140493616.06","1","2012","2","2012","1","01","31"
"2012-01-30","10515737118509.60","4779315460208.41","15295052578718.01","1","2012","2","2012","1","01","30"
"2012-01-27","10478934933314.29","4757287974166.40","15236222907480.69","1","2012","2","2012","1","01","27"
"2012-01-26","10479009838168.37","4757221950271.85","15236231788440.22","1","2012","2","2012","1","01","26"
"2012-01-25","10483288572827.13","4752939021592.20","15236227594419.33","1","2012","2","2012","1","01","25"
"2012-01-24","10474499550118.73","4761736902261.76","15236236452380.49","1","2012","2","2012","1","01","24"
"2012-01-23","10480362319987.54","4755882989882.15","15236245309869.69","1","2012","2","2012","1","01","23"
"2012-01-20","10482317023993.23","4753954855799.55","15236271879792.78","1","2012","2","2012","1","01","20"
"2012-01-19","10484316260480.30","4751964475207.46","15236280735687.76","1","2012","2","2012","1","01","19"
"2012-01-18","10486879731480.65","4749399490377.71","15236279221858.36","1","2012","2","2012","1","01","18"
"2012-01-17","10489003852225.76","4747284209332.89","15236288061558.65","1","2012","2","2012","1","01","17"
"2012-01-13","10479256097326.87","4757067299073.57","15236323396400.44","1","2012","2","2012","1","01","13"
"2012-01-12","10479482014785.77","4756850219062.58","15236332233848.35","1","2012","2","2012","1","01","12"
"2012-01-11","10479760763533.87","4756546312097.71","15236307075631.58","1","2012","2","2012","1","01","11"
"2012-01-10","10479782125048.10","4756715073851.62","15236497198899.72","1","2012","2","2012","1","01","10"
"2012-01-09","10479710007297.10","4756796132689.76","15236506139986.86","1","2012","2","2012","1","01","09"
"2012-01-06","10479995098494.85","4756537862102.85","15236532960597.70","1","2012","2","2012","1","01","06"
"2012-01-05","10480172546585.01","4756369353388.09","15236541899973.10","1","2012","2","2012","1","01","05"
"2012-01-04","10481673696216.94","4754868551273.95","15236542247490.89","1","2012","2","2012","1","01","04"
"2012-01-03","10481500229395.09","4744717259257.24","15226217488652.33","1","2012","2","2012","1","01","03"
"2011-12-30","10447662851807.15","4775277193643.94","15222940045451.09","1","2012","1","2011","4","12","30"
"2011-12-29","10435856848934.87","4690042127462.32","15125898976397.19","1","2012","1","2011","4","12","29"
"2011-12-28","10438072316399.90","4687133457664.18","15125205774064.08","1","2012","1","2011","4","12","28"
"2011-12-27","10437577254548.46","4693006077946.44","15130583332494.90","1","2012","1","2011","4","12","27"
"2011-12-23","10438083548502.91","4690489711487.65","15128573259990.56","1","2012","1","2011","4","12","23"
"2011-12-22","10438018324483.49","4685710103496.67","15123728427980.16","1","2012","1","2011","4","12","22"
"2011-12-21","10438970821141.75","4684870218248.61","15123841039390.36","1","2012","1","2011","4","12","21"
"2011-12-20","10438749210895.60","4693230053393.20","15131979264288.80","1","2012","1","2011","4","12","20"
"2011-12-19","10438496162212.83","4665558505478.65","15104054667691.48","1","2012","1","2011","4","12","19"
"2011-12-16","10438212605541.41","4661284854816.17","15099497460357.58","1","2012","1","2011","4","12","16"
"2011-12-15","10438188563266.29","4659909923522.53","15098098486788.82","1","2012","1","2011","4","12","15"
"2011-12-14","10393197416021.87","4658088781127.92","15051286197149.79","1","2012","1","2011","4","12","14"
"2011-12-13","10393083805735.33","4667190276563.55","15060274082298.88","1","2012","1","2011","4","12","13"
"2011-12-12","10392040126793.82","4661978150775.19","15054018277569.01","1","2012","1","2011","4","12","12"
"2011-12-09","10392439099182.37","4660005324540.44","15052444423722.81","1","2012","1","2011","4","12","09"
"2011-12-08","10392391725777.77","4658769264160.46","15051160989938.23","1","2012","1","2011","4","12","08"
"2011-12-07","10388925542612.91","4657472182792.25","15046397725405.16","1","2012","1","2011","4","12","07"
"2011-12-06","10388145024427.09","4683479770543.57","15071624794970.66","1","2012","1","2011","4","12","06"
"2011-12-05","10388034907379.04","4680098996590.09","15068133903969.13","1","2012","1","2011","4","12","05"
"2011-12-02","10387865370953.75","4685515330635.82","15073380701589.57","1","2012","1","2011","4","12","02"
"2011-12-01","10388035936824.71","4700405850582.91","15088441787407.62","1","2012","1","2011","4","12","01"
"2011-11-30","10389957793202.05","4720540767674.72","15110498560876.77","1","2012","1","2011","4","11","30"
"2011-11-29","10335777593095.81","4718386028275.48","15054163621371.29","1","2012","1","2011","4","11","29"
"2011-11-28","10334597846100.25","4717075749097.65","15051673595197.90","1","2012","1","2011","4","11","28"
"2011-11-25","10334937010056.13","4713938923709.79","15048875933765.92","1","2012","1","2011","4","11","25"
"2011-11-23","10327032829692.98","4708848186276.23","15035881015969.21","1","2012","1","2011","4","11","23"
"2011-11-22","10326530350389.45","4721461154539.92","15047991504929.37","1","2012","1","2011","4","11","22"
"2011-11-21","10325469036788.16","4716819366230.27","15042288403018.43","1","2012","1","2011","4","11","21"
"2011-11-18","10324967673736.31","4715240434459.02","15040208108195.33","1","2012","1","2011","4","11","18"
"2011-11-17","10325335447717.63","4714014876871.62","15039350324589.25","1","2012","1","2011","4","11","17"
"2011-11-16","10314851681498.63","4712142166380.47","15026993847879.10","1","2012","1","2011","4","11","16"
"2011-11-15","10314468105168.02","4719139150752.30","15033607255920.32","1","2012","1","2011","4","11","15"
"2011-11-14","10265476725043.13","4712408155791.26","14977884880834.39","1","2012","1","2011","4","11","14"
"2011-11-10","10267801873620.81","4711808476121.88","14979610349742.69","1","2012","1","2011","4","11","10"
"2011-11-09","10262257416334.62","4711045986236.35","14973303402570.97","1","2012","1","2011","4","11","09"
"2011-11-08","10261087417873.75","4721356135505.69","14982443553379.44","1","2012","1","2011","4","11","08"
"2011-11-07","10260689267841.96","4715819343531.92","14976508611373.88","1","2012","1","2011","4","11","07"
"2011-11-04","10260247910781.55","4712417370039.35","14972665280820.90","1","2012","1","2011","4","11","04"
"2011-11-03","10260659189975.94","4712569418429.10","14973228608405.04","1","2012","1","2011","4","11","03"
"2011-11-02","10253508372381.84","4724454301982.03","14977962674363.87","1","2012","1","2011","4","11","02"
"2011-11-01","10253008613589.39","4718822407588.93","14971831021178.32","1","2012","1","2011","4","11","01"
"2011-10-31","10256015431383.46","4737693612757.32","14993709044140.78","1","2012","1","2011","4","10","31"
"2011-10-28","10205922905154.57","4731935815905.51","14937858721060.08","1","2012","1","2011","4","10","28"
"2011-10-27","10205557724099.29","4734017924489.21","14939575648588.50","1","2012","1","2011","4","10","27"
"2011-10-26","10203338428742.45","4733670316072.01","14937008744814.46","1","2012","1","2011","4","10","26"
"2011-10-25","10202338144617.98","4741275154156.73","14943613298774.71","1","2012","1","2011","4","10","25"
"2011-10-24","10202215760459.39","4738455946006.36","14940671706465.75","1","2012","1","2011","4","10","24"
"2011-10-21","10201754496207.72","4737478051777.36","14939232547985.08","1","2012","1","2011","4","10","21"
"2011-10-20","10201887849313.96","4738478061404.20","14940365910718.16","1","2012","1","2011","4","10","20"
"2011-10-19","10195956444545.88","4735339742387.34","14931296186933.22","1","2012","1","2011","4","10","19"
"2011-10-18","10198932063606.39","4743818625354.62","14942750688961.01","1","2012","1","2011","4","10","18"
"2011-10-17","10198403129042.50","4738189198048.87","14936592327091.37","1","2012","1","2011","4","10","17"
"2011-10-14","10142237591394.70","4731808076896.65","14874045668291.35","1","2012","1","2011","4","10","14"
"2011-10-13","10141999977124.13","4731884360644.83","14873884337768.96","1","2012","1","2011","4","10","13"
"2011-10-12","10138026553418.93","4730191743007.12","14868218296426.05","1","2012","1","2011","4","10","12"
"2011-10-11","10127786307131.48","4735526100719.87","14863312407851.35","1","2012","1","2011","4","10","11"
"2011-10-07","10126551131197.29","4733772908417.74","14860324039615.03","1","2012","1","2011","4","10","07"
"2011-10-06","10126447025572.80","4710329340283.71","14836776365856.51","1","2012","1","2011","4","10","06"
"2011-10-05","10126264037263.68","4731786654805.83","14858050692069.51","1","2012","1","2011","4","10","05"
"2011-10-04","10124774418608.86","4732085079796.87","14856859498405.73","1","2012","1","2011","4","10","04"
"2011-10-03","10124029835382.19","4713069435814.52","14837099271196.71","1","2012","1","2011","4","10","03"
"2011-09-30","10127031384654.10","4663308943903.05","14790340328557.15","1","2011","4","2011","3","09","30"
"2011-09-29","10074983373804.28","4620118734433.74","14695102108238.02","1","2011","4","2011","3","09","29"
"2011-09-28","10075624342810.54","4626258826982.71","14701883169793.25","1","2011","4","2011","3","09","28"
"2011-09-27","10074870647552.41","4632536173039.46","14707406820591.87","1","2011","4","2011","3","09","27"
"2011-09-26","10074320979566.43","4629685092895.42","14704006072461.85","1","2011","4","2011","3","09","26"
"2011-09-23","10074503215028.69","4625536857585.03","14700040072613.72","1","2011","4","2011","3","09","23"
"2011-09-22","10074726277456.52","4652064130497.22","14726790407953.74","1","2011","4","2011","3","09","22"
"2011-09-21","10080805928039.98","4624382158952.04","14705188086992.02","1","2011","4","2011","3","09","21"
"2011-09-20","10080809758642.61","4631060367975.86","14711870126618.47","1","2011","4","2011","3","09","20"
"2011-09-19","10080320100313.98","4649168847437.91","14729488947751.89","1","2011","4","2011","3","09","19"
"2011-09-16","10080080631490.93","4618940999722.12","14699021631213.05","1","2011","4","2011","3","09","16"
"2011-09-15","10079888378192.48","4617075191590.25","14696963569782.73","1","2011","4","2011","3","09","15"
"2011-09-14","10067922521846.91","4615987949859.08","14683910471705.99","1","2011","4","2011","3","09","14"
"2011-09-13","10067653336814.75","4650214721531.49","14717868058346.24","1","2011","4","2011","3","09","13"
"2011-09-12","10067694973854.24","4620564400427.00","14688259374281.24","1","2011","4","2011","3","09","12"
"2011-09-09","10067728635010.67","4644008563467.24","14711737198477.91","1","2011","4","2011","3","09","09"
"2011-09-08","10067649034359.51","4617901351553.68","14685550385913.19","1","2011","4","2011","3","09","08"
"2011-09-07","10073860042745.87","4643896972299.96","14717757015045.83","1","2011","4","2011","3","09","07"
"2011-09-06","10058276781058.26","4640348769249.11","14698625550307.37","1","2011","4","2011","3","09","06"
"2011-09-02","10058566898840.47","4636295467320.50","14694862366160.97","1","2011","4","2011","3","09","02"
"2011-09-01","10058384678037.32","4639030111526.08","14697414789563.40","1","2011","4","2011","3","09","01"
"2011-08-31","10024253354407.07","4660039640336.86","14684292994743.93","1","2011","4","2011","3","08","31"
"2011-08-30","9990126772846.86","4632518164730.04","14622644937576.90","1","2011","4","2011","3","08","30"
"2011-08-29","9989974192571.08","4634818497222.78","14624792689793.86","1","2011","4","2011","3","08","29"
"2011-08-26","9990047413541.98","4663780779375.37","14653828192917.35","1","2011","4","2011","3","08","26"
"2011-08-25","9989043750341.79","4664504136014.32","14653547886356.11","1","2011","4","2011","3","08","25"
"2011-08-24","9973599668211.01","4665507584890.10","14639107253101.11","1","2011","4","2011","3","08","24"
"2011-08-23","9973104150361.44","4676185519986.41","14649289670347.85","1","2011","4","2011","3","08","23"
"2011-08-22","9972289792411.94","4640145705926.68","14612435498338.62","1","2011","4","2011","3","08","22"
"2011-08-19","9972502845412.93","4666736722461.45","14639239567874.38","1","2011","4","2011","3","08","19"
"2011-08-18","9952610019891.79","4667586563532.41","14620196583424.20","1","2011","4","2011","3","08","18"
"2011-08-17","9946351371658.73","4666841790105.64","14613193161764.37","1","2011","4","2011","3","08","17"
"2011-08-16","9946506731022.45","4645735484619.45","14592242215641.90","1","2011","4","2011","3","08","16"
"2011-08-15","9946617880447.03","4668949467756.68","14615567348203.71","1","2011","4","2011","3","08","15"
"2011-08-12","9921178729715.63","4666014140707.02","14587192870422.65","1","2011","4","2011","3","08","12"
"2011-08-11","9921146601533.97","4666764704461.98","14587911305995.95","1","2011","4","2011","3","08","11"
"2011-08-10","9916296448358.23","4665660932951.55","14581957381309.78","1","2011","4","2011","3","08","10"
"2011-08-09","9915945812737.81","4676045686788.21","14591991499526.02","1","2011","4","2011","3","08","09"
"2011-08-08","9915515946703.07","4672211658740.37","14587727605443.44","1","2011","4","2011","3","08","08"
"2011-08-05","9914994383088.84","4669506456237.02","14584500839325.86","1","2011","4","2011","3","08","05"
"2011-08-04","9894847066139.37","4670123101570.01","14564970167709.38","1","2011","4","2011","3","08","04"
