year,month,cpi,gas,electricity,food,shelter,transportation,medical_care,unemployment_rate,employment_pop_ratio,pres_political_party,cci,crude_oil,cause
2015,4,231.52,2.485,0.137,246.002,277.003,288.928,446.663,5.4,59.3,democrat,100.9912,54.45,
2015,5,232.908,2.775,0.137,246.239,277.524,289.96,447.213,5.6,59.4,democrat,100.9036,59.27,
2015,6,233.804,2.832,0.143,246.937,278.284,290.914,446.271,5.3,59.4,democrat,100.919,59.82,
2015,7,233.806,2.832,0.142,247.157,279.329,291.671,446.773,5.2,59.3,democrat,100.794,50.9,
2015,8,233.366,2.679,0.142,247.742,279.921,291.638,446.536,5.1,59.4,democrat,100.5875,42.87,
2015,9,232.661,2.394,0.141,248.492,280.737,291.907,447.289,5,59.2,democrat,100.4014,45.48,
2015,10,232.373,2.289,0.136,248.755,281.429,292.578,450.065,5,59.3,democrat,100.4333,46.22,
2015,11,231.721,2.185,0.134,248.525,282.129,294.481,451.371,5.1,59.4,democrat,100.5603,42.44,
2015,12,230.791,2.06,0.133,248.206,282.779,295.147,451.072,5,59.6,democrat,100.666,37.19,
2016,1,231.061,1.967,0.134,248.353,283.714,295.589,454.175,4.8,59.7,democrat,100.6803,31.68,dollar fell
2016,2,230.972,1.767,0.134,248.606,284.502,295.617,458.295,4.9,59.8,democrat,100.6396,30.32,
2016,3,232.209,1.958,0.134,248.029,285.122,296.485,458.62,5,59.8,democrat,100.5962,37.55,
2016,4,233.438,2.134,0.134,248.235,285.853,298.876,459.994,5.1,59.7,democrat,100.6202,40.75,
2016,5,234.436,2.264,0.133,247.856,286.855,299.736,461.23,4.8,59.7,democrat,100.7536,46.71,
2016,6,235.289,2.363,0.138,247.683,287.819,300.527,462.075,4.9,59.7,democrat,100.7296,48.76,
2016,7,234.771,2.225,0.139,247.658,288.524,300.422,464.164,4.8,59.8,democrat,100.5697,44.65,
2016,8,234.904,2.155,0.139,247.746,289.367,300.347,468.379,4.9,59.8,democrat,100.4543,44.72,
2016,9,235.495,2.208,0.139,247.772,290.369,299.937,469.154,5,59.7,democrat,100.4334,45.18,
2016,10,235.732,2.243,0.134,247.812,291.378,300.301,469.23,4.9,59.7,democrat,100.5172,49.78,
2016,11,235.215,2.187,0.131,247.741,292.227,301.747,469.333,4.7,59.7,democrat,100.8759,45.66,
2016,12,235.39,2.23,0.133,247.725,293.066,303.421,469.447,4.7,59.7,democrat,101.2436,51.97,
2017,1,236.854,2.351,0.134,248.065,293.769,305.057,471.7,4.7,59.9,democrat,101.4051,52.5,opec cut oil supply to keep prices stable
2017,2,237.477,2.299,0.135,248.735,294.543,306.293,474.546,4.6,60,republican,101.3917,53.47,
2017,3,237.656,2.323,0.134,249.244,295.012,307.092,474.561,4.4,60.2,republican,101.3584,49.33,
2017,4,238.432,2.418,0.135,249.589,295.741,307.57,473.582,4.4,60.2,republican,101.3152,51.06,
2017,5,238.609,2.386,0.137,249.972,296.461,308.569,473.512,4.4,60.1,republican,101.2377,48.48,
2017,6,238.813,2.337,0.142,249.77,297.215,309.612,474.36,4.3,60.1,republican,101.1224,45.18,
2017,7,238.617,2.281,0.143,250.185,297.676,310.184,476.126,4.3,60.2,republican,101.0777,46.63,
2017,8,239.448,2.374,0.142,250.469,298.904,311.071,476.869,4.4,60.1,republican,101.1828,48.04,
2017,9,240.939,2.63,0.142,250.826,299.711,311.749,476.485,4.3,60.4,republican,101.3144,49.82,
2017,10,240.573,2.484,0.137,251.048,300.814,312.971,477.121,4.2,60.1,republican,101.4774,51.58,
2017,11,240.666,2.548,0.136,251.195,301.43,313.678,477.198,4.2,60.1,republican,101.4555,56.64,
2017,12,240.526,2.459,0.136,251.716,302.428,314.938,477.802,4.1,60.1,republican,101.3656,57.88,
2018,1,241.919,2.539,0.135,252.253,303.205,317.318,481.06,4,60.2,republican,101.3975,63.7,
2018,2,242.988,2.575,0.135,252.248,303.769,320.119,482.897,4.1,60.4,republican,101.5712,62.23,
2018,3,243.463,2.572,0.135,252.412,304.799,320.37,483.984,4,60.4,republican,101.679,62.73,
2018,4,244.607,2.737,0.134,253.016,305.689,320.195,484.034,4,60.4,republican,101.6248,66.25,
2018,5,245.77,2.907,0.136,253.018,306.798,320.55,484.853,3.8,60.5,republican,101.5332,69.98,
2018,6,246.196,2.914,0.139,253.278,307.204,321.379,486.019,4,60.4,republican,101.4714,67.87,
2018,7,246.155,2.873,0.139,253.673,308.049,322.359,485.193,3.8,60.5,republican,101.4379,70.98,
2018,8,246.336,2.862,0.139,254.034,308.979,322.931,484.172,3.8,60.3,republican,101.4499,68.06,
2018,9,246.565,2.873,0.138,254.283,309.551,324.054,484.708,3.7,60.4,republican,101.5387,70.23,
2018,10,247.038,2.887,0.136,254.081,310.426,324.382,485.269,3.8,60.5,republican,101.5197,70.75,
2018,11,245.933,2.671,0.134,254.75,311.279,323.898,486.886,3.8,60.5,republican,101.4034,56.96,
2018,12,244.786,2.414,0.135,255.673,312.194,323.706,487.409,3.9,60.6,republican,101.2219,49.52,
2019,1,245.133,2.289,0.135,256.381,313.004,323.775,490.204,4,60.6,republican,101.0046,51.38,
2019,2,246.218,2.353,0.136,257.233,314.017,323.675,491.227,3.8,60.8,republican,101.0623,54.95,
2019,3,247.768,2.564,0.135,257.752,315.069,323.817,492.306,3.8,60.7,republican,101.2942,58.15,
2019,4,249.332,2.835,0.135,257.479,316.199,324.143,493.331,3.6,60.6,republican,101.4642,63.86,
2019,5,249.871,2.901,0.136,258.008,317.051,324.229,494.928,3.6,60.6,republican,101.5577,60.83,
2019,6,249.747,2.752,0.139,258.043,317.953,324.647,495.563,3.6,60.7,republican,101.458,54.66,
2019,7,250.236,2.776,0.14,258.144,318.734,324.417,497.687,3.7,60.8,republican,101.2113,57.35,
2019,8,250.112,2.655,0.139,258.329,319.332,325.854,500.916,3.7,60.8,republican,100.8964,54.81,
2019,9,250.251,2.63,0.139,258.88,320.419,326.369,501.468,3.5,60.9,republican,100.8964,56.95,
2019,10,250.894,2.673,0.136,259.371,320.861,326.608,506.1,3.6,60.9,republican,101.1121,53.96,
2019,11,250.644,2.62,0.133,259.902,321.629,326.042,507.541,3.6,61,republican,101.3979,57.03,
2019,12,250.452,2.587,0.133,260.274,322.306,325.33,509.689,3.6,61,republican,101.6401,59.88,
2020,1,251.361,2.567,0.134,261.097,323.435,326.407,512.149,3.5,61.1,republican,101.6384,57.52,pandemic reduced demand
2020,2,251.935,2.465,0.134,261.912,324.419,328.251,513.923,3.5,61.2,republican,101.1832,50.54,
2020,3,251.375,2.267,0.134,262.734,324.535,322.298,515.605,4.4,59.9,republican,100.122,29.21,
2020,4,249.515,1.876,0.133,266.505,324.453,306.702,517.053,14.7,51.3,republican,98.96767,16.55,
2020,5,249.521,1.879,0.134,268.326,325.164,296.13,519.194,13.2,52.8,republican,98.43596,28.56,
2020,6,251.054,2.076,0.137,269.656,325.495,302.027,520.734,11,54.7,republican,98.38302,38.31,
2020,7,252.636,2.176,0.137,268.657,326.193,311.591,522.686,10.2,55.2,republican,98.40141,40.71,
2020,8,253.597,2.177,0.137,268.958,326.674,312.568,523.295,8.4,56.5,republican,98.616,42.34,
2020,9,254.004,2.193,0.137,269.124,326.988,309.632,522.528,7.9,56.6,republican,98.94821,39.63,
2020,10,254.076,2.159,0.135,269.557,327.389,309.817,520.725,6.9,57.4,republican,99.10635,39.4,
2020,11,253.826,2.09,0.136,269.563,327.774,314.38,519.848,6.7,57.4,republican,99.06053,40.94,
2020,12,254.081,2.168,0.136,270.469,328.229,313.684,518.766,6.7,57.4,republican,99.06379,47.02,
2021,1,255.296,2.326,0.136,271.035,328.593,312.822,522.133,6.4,57.5,republican,99.07027,52,
2021,2,256.843,2.496,0.137,271.429,329.121,314.161,524.207,6.2,57.6,democrat,99.2187,59.04,
2021,3,258.935,2.791,0.138,271.861,330.033,317.453,524.734,6,57.8,democrat,99.60821,62.33,
2021,4,261.237,2.839,0.139,272.827,331.272,324.366,524.585,6,57.9,democrat,99.868,61.72,
2021,5,263.612,2.972,0.14,274.092,332.321,329.721,523.918,5.8,58,democrat,99.80549,65.17,
2021,6,266.412,3.154,0.142,276.067,333.807,333.374,522.989,5.9,58,democrat,99.58214,71.38,
2021,7,267.789,3.233,0.143,277.877,335.262,330.441,524.219,5.4,58.4,democrat,99.08414,72.49,
2021,8,268.387,3.255,0.144,278.969,335.888,326.47,525.247,5.2,58.5,democrat,98.47887,67.73,
2021,9,269.086,3.265,0.144,281.468,337.298,323.329,524.818,4.7,58.8,democrat,98.162,71.65,
2021,10,271.552,3.385,0.142,283.912,338.865,323.995,527.564,4.6,58.9,democrat,97.96647,81.48,
2021,11,273.042,3.482,0.142,286.05,340.475,326.256,528.877,4.2,59.3,democrat,97.79956,79.15,
2021,12,273.925,3.408,0.142,287.44,341.963,326.397,530.026,3.9,59.5,democrat,97.69759,71.71,
2022,1,276.296,3.413,0.147,289.959,342.974,329.726,535.048,4,59.7,democrat,97.44188,83.22,
2022,2,278.943,3.592,0.148,292.912,344.758,334.305,536.932,3.8,59.9,democrat,97.07075,91.64,
